               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              4.6961,              7.2157,              5.3786,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070625,           0.0032639,           0.0032639
                   0,              4.6961,              7.2157,              5.3786,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070625,           0.0032639,           0.0032639
